genres,movie_id,budget,title,popularity,release_date,revenue,ROI,Director
Animation,862,30000000,Toy Story,21.946943,10/30/1995,373554033.0,1145.18011,John Lasseter
Comedy,862,30000000,Toy Story,21.946943,10/30/1995,373554033.0,1145.18011,John Lasseter
Family,862,30000000,Toy Story,21.946943,10/30/1995,373554033.0,1145.18011,John Lasseter
Adventure,8844,65000000,Jumanji,17.015539,12/15/1995,262797249.0,304.30346,Joe Johnston
Fantasy,8844,65000000,Jumanji,17.015539,12/15/1995,262797249.0,304.30346,Joe Johnston
Family,8844,65000000,Jumanji,17.015539,12/15/1995,262797249.0,304.30346,Joe Johnston
Comedy,31357,16000000,Waiting to Exhale,3.859495,12/22/1995,81452156.0,409.075975,Forest Whitaker
Drama,31357,16000000,Waiting to Exhale,3.859495,12/22/1995,81452156.0,409.075975,Forest Whitaker
Romance,31357,16000000,Waiting to Exhale,3.859495,12/22/1995,81452156.0,409.075975,Forest Whitaker
Action,949,60000000,Heat,17.924927,12/15/1995,187436818.0,212.39469666666668,Michael Mann
Crime,949,60000000,Heat,17.924927,12/15/1995,187436818.0,212.39469666666668,Michael Mann
Drama,949,60000000,Heat,17.924927,12/15/1995,187436818.0,212.39469666666668,Michael Mann
Thriller,949,60000000,Heat,17.924927,12/15/1995,187436818.0,212.39469666666668,Michael Mann
Action,9091,35000000,Sudden Death,5.23158,12/22/1995,64350171.0,83.85763142857144,Peter Hyams
Adventure,9091,35000000,Sudden Death,5.23158,12/22/1995,64350171.0,83.85763142857144,Peter Hyams
Thriller,9091,35000000,Sudden Death,5.23158,12/22/1995,64350171.0,83.85763142857144,Peter Hyams
Adventure,710,58000000,GoldenEye,14.686036,11/16/1995,352194034.0,507.2310931034483,Martin Campbell
Action,710,58000000,GoldenEye,14.686036,11/16/1995,352194034.0,507.2310931034483,Martin Campbell
Thriller,710,58000000,GoldenEye,14.686036,11/16/1995,352194034.0,507.2310931034483,Martin Campbell
Comedy,9087,62000000,The American President,6.318445,11/17/1995,107879496.0,73.9991870967742,Rob Reiner
Drama,9087,62000000,The American President,6.318445,11/17/1995,107879496.0,73.9991870967742,Rob Reiner
Romance,9087,62000000,The American President,6.318445,11/17/1995,107879496.0,73.9991870967742,Rob Reiner
History,10858,44000000,Nixon,5.092,12/22/1995,13681765.0,-68.90507954545456,Oliver Stone
Drama,10858,44000000,Nixon,5.092,12/22/1995,13681765.0,-68.90507954545456,Oliver Stone
Action,1408,98000000,Cutthroat Island,7.284477,12/22/1995,10017322.0,-89.77824285714286,Renny Harlin
Adventure,1408,98000000,Cutthroat Island,7.284477,12/22/1995,10017322.0,-89.77824285714286,Renny Harlin
Drama,524,52000000,Casino,10.137389,11/22/1995,116112375.0,123.29302884615385,Martin Scorsese
Crime,524,52000000,Casino,10.137389,11/22/1995,116112375.0,123.29302884615385,Martin Scorsese
Drama,4584,16500000,Sense and Sensibility,10.673167,12/13/1995,135000000.0,718.1818181818181,Ang Lee
Romance,4584,16500000,Sense and Sensibility,10.673167,12/13/1995,135000000.0,718.1818181818181,Ang Lee
Crime,5,4000000,Four Rooms,9.026586,12/9/1995,4300000.0,7.5,Allison Anders
Comedy,5,4000000,Four Rooms,9.026586,12/9/1995,4300000.0,7.5,Allison Anders
Crime,9273,30000000,Ace Ventura: When Nature Calls,8.205448,11/10/1995,212385533.0,607.9517766666667,Steve Oedekerk
Comedy,9273,30000000,Ace Ventura: When Nature Calls,8.205448,11/10/1995,212385533.0,607.9517766666667,Steve Oedekerk
Adventure,9273,30000000,Ace Ventura: When Nature Calls,8.205448,11/10/1995,212385533.0,607.9517766666667,Steve Oedekerk
Action,11517,60000000,Money Train,7.337906,11/21/1995,35431113.0,-40.948145000000004,Joseph Ruben
Comedy,11517,60000000,Money Train,7.337906,11/21/1995,35431113.0,-40.948145000000004,Joseph Ruben
Crime,11517,60000000,Money Train,7.337906,11/21/1995,35431113.0,-40.948145000000004,Joseph Ruben
Comedy,8012,30250000,Get Shorty,12.669608,10/20/1995,115101622.0,280.5012297520661,Barry Sonnenfeld
Thriller,8012,30250000,Get Shorty,12.669608,10/20/1995,115101622.0,280.5012297520661,Barry Sonnenfeld
Crime,8012,30250000,Get Shorty,12.669608,10/20/1995,115101622.0,280.5012297520661,Barry Sonnenfeld
Action,9691,50000000,Assassins,11.065939,10/6/1995,30303072.0,-39.393856,Richard Donner
Adventure,9691,50000000,Assassins,11.065939,10/6/1995,30303072.0,-39.393856,Richard Donner
Crime,9691,50000000,Assassins,11.065939,10/6/1995,30303072.0,-39.393856,Richard Donner
Thriller,9691,50000000,Assassins,11.065939,10/6/1995,30303072.0,-39.393856,Richard Donner
Drama,451,3600000,Leaving Las Vegas,10.332025,10/27/1995,49800000.0,1283.3333333333335,Mike Figgis
Romance,451,3600000,Leaving Las Vegas,10.332025,10/27/1995,49800000.0,1283.3333333333335,Mike Figgis
Comedy,9263,12000000,Now and Then,8.681325,10/20/1995,27400000.0,128.33333333333334,Lesli Linka Glatter
Drama,9263,12000000,Now and Then,8.681325,10/20/1995,27400000.0,128.33333333333334,Lesli Linka Glatter
Family,9263,12000000,Now and Then,8.681325,10/20/1995,27400000.0,128.33333333333334,Lesli Linka Glatter
Fantasy,902,18000000,The City of Lost Children,9.822423,5/16/1995,1738611.0,-90.34105,Jean-Pierre Jeunet
Science Fiction,902,18000000,The City of Lost Children,9.822423,5/16/1995,1738611.0,-90.34105,Jean-Pierre Jeunet
Adventure,902,18000000,The City of Lost Children,9.822423,5/16/1995,1738611.0,-90.34105,Jean-Pierre Jeunet
Science Fiction,63,29500000,Twelve Monkeys,12.297305,12/29/1995,168840000.0,472.33898305084745,Terry Gilliam
Thriller,63,29500000,Twelve Monkeys,12.297305,12/29/1995,168840000.0,472.33898305084745,Terry Gilliam
Mystery,63,29500000,Twelve Monkeys,12.297305,12/29/1995,168840000.0,472.33898305084745,Terry Gilliam
Fantasy,9598,30000000,Babe,14.404764,7/18/1995,254134910.0,747.1163666666666,Chris Noonan
Drama,9598,30000000,Babe,14.404764,7/18/1995,254134910.0,747.1163666666666,Chris Noonan
Comedy,9598,30000000,Babe,14.404764,7/18/1995,254134910.0,747.1163666666666,Chris Noonan
Family,9598,30000000,Babe,14.404764,7/18/1995,254134910.0,747.1163666666666,Chris Noonan
Drama,687,11000000,Dead Man Walking,6.891317,12/29/1995,39363635.0,257.8512272727273,Tim Robbins
Action,9312,18000000,Mortal Kombat,10.870138,8/18/1995,122195920.0,578.8662222222223,Paul W.S. Anderson
Fantasy,9312,18000000,Mortal Kombat,10.870138,8/18/1995,122195920.0,578.8662222222223,Paul W.S. Anderson
Fantasy,577,20000000,To Die For,10.448481,5/20/1995,21284514.0,6.4225699999999994,Gus Van Sant
Drama,577,20000000,To Die For,10.448481,5/20/1995,21284514.0,6.4225699999999994,Gus Van Sant
Comedy,577,20000000,To Die For,10.448481,5/20/1995,21284514.0,6.4225699999999994,Gus Van Sant
Thriller,577,20000000,To Die For,10.448481,5/20/1995,21284514.0,6.4225699999999994,Gus Van Sant
Drama,11861,10000000,How To Make An American Quilt,4.485958,10/6/1995,23574130.0,135.7413,Jocelyn Moorhouse
Romance,11861,10000000,How To Make An American Quilt,4.485958,10/6/1995,23574130.0,135.7413,Jocelyn Moorhouse
Crime,807,33000000,Se7en,18.45743,9/22/1995,327311859.0,891.8541181818181,David Fincher
Mystery,807,33000000,Se7en,18.45743,9/22/1995,327311859.0,891.8541181818181,David Fincher
Thriller,807,33000000,Se7en,18.45743,9/22/1995,327311859.0,891.8541181818181,David Fincher
Adventure,10530,55000000,Pocahontas,13.280069,6/14/1995,346079773.0,529.2359509090909,Mike Gabriel
Animation,10530,55000000,Pocahontas,13.280069,6/14/1995,346079773.0,529.2359509090909,Mike Gabriel
Drama,10530,55000000,Pocahontas,13.280069,6/14/1995,346079773.0,529.2359509090909,Mike Gabriel
Family,10530,55000000,Pocahontas,13.280069,6/14/1995,346079773.0,529.2359509090909,Mike Gabriel
Drama,629,6000000,The Usual Suspects,16.302466,7/19/1995,23341568.0,289.0261333333333,Bryan Singer
Crime,629,6000000,The Usual Suspects,16.302466,7/19/1995,23341568.0,289.0261333333333,Bryan Singer
Thriller,629,6000000,The Usual Suspects,16.302466,7/19/1995,23341568.0,289.0261333333333,Bryan Singer
Comedy,11448,15000000,Mighty Aphrodite,15.899134,9/13/1995,6700000.0,-55.333333333333336,Woody Allen
Romance,11448,15000000,Mighty Aphrodite,15.899134,9/13/1995,6700000.0,-55.333333333333336,Woody Allen
Comedy,10634,3500000,Friday,14.56965,4/26/1995,28215918.0,706.1690857142856,F. Gary Gray
Horror,755,19000000,From Dusk Till Dawn,15.339153,1/19/1996,25836616.0,35.982189473684215,Robert Rodriguez
Action,755,19000000,From Dusk Till Dawn,15.339153,1/19/1996,25836616.0,35.982189473684215,Robert Rodriguez
Thriller,755,19000000,From Dusk Till Dawn,15.339153,1/19/1996,25836616.0,35.982189473684215,Robert Rodriguez
Crime,755,19000000,From Dusk Till Dawn,15.339153,1/19/1996,25836616.0,35.982189473684215,Robert Rodriguez
Action,11859,50000000,Fair Game,5.912223,11/3/1995,11534477.0,-76.93104600000001,Andrew Sipes
Thriller,11859,50000000,Fair Game,5.912223,11/3/1995,11534477.0,-76.93104600000001,Andrew Sipes
Romance,11859,50000000,Fair Game,5.912223,11/3/1995,11534477.0,-76.93104600000001,Andrew Sipes
Comedy,36929,15000000,Big Bully,2.936443,1/26/1996,2042530.0,-86.38313333333333,Steve Miner
Family,36929,15000000,Big Bully,2.936443,1/26/1996,2042530.0,-86.38313333333333,Steve Miner
Horror,9102,20000000,Screamers,12.758848,9/8/1995,5781885.0,-71.090575,Christian Duguay
Science Fiction,9102,20000000,Screamers,12.758848,9/8/1995,5781885.0,-71.090575,Christian Duguay
Drama,400,8000000,Things to Do in Denver When You're Dead,4.486179,12/1/1995,529766.0,-93.37792499999999,Gary Fleder
Crime,400,8000000,Things to Do in Denver When You're Dead,4.486179,12/1/1995,529766.0,-93.37792499999999,Gary Fleder
Action,10534,38000000,White Squall,9.568604,2/2/1996,10300000.0,-72.89473684210527,Ridley Scott
Drama,10534,38000000,White Squall,9.568604,2/2/1996,10300000.0,-72.89473684210527,Ridley Scott
Crime,2086,8169363,Nick of Time,6.848591,11/22/1995,8175346.0,0.07323704430810578,John Badham
Drama,2086,8169363,Nick of Time,6.848591,11/22/1995,8175346.0,0.07323704430810578,John Badham
Thriller,2086,8169363,Nick of Time,6.848591,11/22/1995,8175346.0,0.07323704430810578,John Badham
Drama,9095,47000000,Mary Reilly,12.866139,2/23/1996,12379402.0,-73.66084680851064,Stephen Frears
Horror,9095,47000000,Mary Reilly,12.866139,2/23/1996,12379402.0,-73.66084680851064,Stephen Frears
Thriller,9095,47000000,Mary Reilly,12.866139,2/23/1996,12379402.0,-73.66084680851064,Stephen Frears
Romance,9095,47000000,Mary Reilly,12.866139,2/23/1996,12379402.0,-73.66084680851064,Stephen Frears
Comedy,12158,14000000,Vampire in Brooklyn,9.071127,10/26/1995,19800000.0,41.42857142857143,Wes Craven
Horror,12158,14000000,Vampire in Brooklyn,9.071127,10/26/1995,19800000.0,41.42857142857143,Wes Craven
Romance,12158,14000000,Vampire in Brooklyn,9.071127,10/26/1995,19800000.0,41.42857142857143,Wes Craven
Action,9208,50000000,Broken Arrow,14.957626,2/9/1996,150270147.0,200.54029400000002,John Woo
Adventure,9208,50000000,Broken Arrow,14.957626,2/9/1996,150270147.0,200.54029400000002,John Woo
Drama,9208,50000000,Broken Arrow,14.957626,2/9/1996,150270147.0,200.54029400000002,John Woo
Thriller,9208,50000000,Broken Arrow,14.957626,2/9/1996,150270147.0,200.54029400000002,John Woo
Comedy,13685,7000000,Bottle Rocket,6.904831,2/21/1996,560069.0,-91.99901428571428,Wes Anderson
Crime,13685,7000000,Bottle Rocket,6.904831,2/21/1996,560069.0,-91.99901428571428,Wes Anderson
Drama,13685,7000000,Bottle Rocket,6.904831,2/21/1996,560069.0,-91.99901428571428,Wes Anderson
Comedy,9614,12000000,Happy Gilmore,9.592265,2/16/1996,41205099.0,243.375825,Dennis Dugan
Drama,688,24000000,The Bridges of Madison County,5.951077,5/28/1995,182016617.0,658.4025708333332,Clint Eastwood
Romance,688,24000000,The Bridges of Madison County,5.951077,5/28/1995,182016617.0,658.4025708333332,Clint Eastwood
Action,197,72000000,Braveheart,20.755149,5/24/1995,210000000.0,191.66666666666669,Mel Gibson
Drama,197,72000000,Braveheart,20.755149,5/24/1995,210000000.0,191.66666666666669,Mel Gibson
History,197,72000000,Braveheart,20.755149,5/24/1995,210000000.0,191.66666666666669,Mel Gibson
War,197,72000000,Braveheart,20.755149,5/24/1995,210000000.0,191.66666666666669,Mel Gibson
Crime,103,1300000,Taxi Driver,14.092713,2/7/1976,28262574.0,2074.0441538461537,Martin Scorsese
Drama,103,1300000,Taxi Driver,14.092713,2/7/1976,28262574.0,2074.0441538461537,Martin Scorsese
Crime,33542,7500000,Rumble in the Bronx,12.314278,1/30/1995,32392047.0,331.89396,Stanley Tong
Action,33542,7500000,Rumble in the Bronx,12.314278,1/30/1995,32392047.0,331.89396,Stanley Tong
Comedy,33542,7500000,Rumble in the Bronx,12.314278,1/30/1995,32392047.0,331.89396,Stanley Tong
Thriller,33542,7500000,Rumble in the Bronx,12.314278,1/30/1995,32392047.0,331.89396,Stanley Tong
Comedy,78406,25000000,Steal Big Steal Little,1.522412,9/29/1995,6278139.0,-74.887444,Andrew Davis
Drama,78406,25000000,Steal Big Steal Little,1.522412,9/29/1995,6278139.0,-74.887444,Andrew Davis
Comedy,11066,40000000,Boomerang,6.506983,6/30/1992,70100000.0,75.25,Reginald Hudlin
Romance,11066,40000000,Boomerang,6.506983,6/30/1992,70100000.0,75.25,Reginald Hudlin
Comedy,2074,7000000,Flirting with Disaster,5.579088,3/22/1996,14702438.0,110.03482857142856,David O. Russell
Romance,2074,7000000,Flirting with Disaster,5.579088,3/22/1996,14702438.0,110.03482857142856,David O. Russell
Action,11863,50000000,Jade,11.418917,10/13/1995,9851610.0,-80.29678,William Friedkin
Thriller,11863,50000000,Jade,11.418917,10/13/1995,9851610.0,-80.29678,William Friedkin
Mystery,11863,50000000,Jade,11.418917,10/13/1995,9851610.0,-80.29678,William Friedkin
Romance,11863,50000000,Jade,11.418917,10/13/1995,9851610.0,-80.29678,William Friedkin
Comedy,11000,31000000,The Birdcage,6.49968,3/8/1996,185260553.0,497.6146870967742,Mike Nichols
Action,9737,19000000,Bad Boys,9.262184,4/7/1995,141407024.0,644.2474947368421,Michael Bay
Comedy,9737,19000000,Bad Boys,9.262184,4/7/1995,141407024.0,644.2474947368421,Michael Bay
Crime,9737,19000000,Bad Boys,9.262184,4/7/1995,141407024.0,644.2474947368421,Michael Bay
Thriller,9737,19000000,Bad Boys,9.262184,4/7/1995,141407024.0,644.2474947368421,Michael Bay
Romance,22279,4000000,An Awfully Big Adventure,0.922958,7/21/1995,851545.0,-78.71137499999999,Mike Newell
Drama,22279,4000000,An Awfully Big Adventure,0.922958,7/21/1995,851545.0,-78.71137499999999,Mike Newell
Comedy,22279,4000000,An Awfully Big Adventure,0.922958,7/21/1995,851545.0,-78.71137499999999,Mike Newell
Drama,568,52000000,Apollo 13,18.761467,6/30/1995,355237933.0,583.1498711538462,Ron Howard
Adventure,11780,28000000,Rob Roy,10.193549,4/13/1995,31596911.0,12.846110714285713,Michael Caton-Jones
Action,414,100000000,Batman Forever,13.321354,6/16/1995,336529144.0,236.529144,Joel Schumacher
Crime,414,100000000,Batman Forever,13.321354,6/16/1995,336529144.0,236.529144,Joel Schumacher
Fantasy,414,100000000,Batman Forever,13.321354,6/16/1995,336529144.0,236.529144,Joel Schumacher
Comedy,5894,2000000,Blue in the Face,11.528147,9/15/1995,1275000.0,-36.25,Paul Auster
Action,1775,11000000,Canadian Bacon,5.391556,6/8/1995,178104.0,-98.38087272727273,Michael Moore
Comedy,1775,11000000,Canadian Bacon,5.391556,6/8/1995,178104.0,-98.38087272727273,Michael Moore
Fantasy,8839,50000000,Casper,12.812539,5/26/1995,287928194.0,475.856388,Brad Silberling
Comedy,8839,50000000,Casper,12.812539,5/26/1995,287928194.0,475.856388,Brad Silberling
Family,8839,50000000,Casper,12.812539,5/26/1995,287928194.0,475.856388,Brad Silberling
Mystery,20649,25000000,Clockers,4.558992,9/15/1995,13071518.0,-47.713928,Spike Lee
Crime,20649,25000000,Clockers,4.558992,9/15/1995,13071518.0,-47.713928,Spike Lee
Drama,20649,25000000,Clockers,4.558992,9/15/1995,13071518.0,-47.713928,Spike Lee
Action,10329,50000000,Congo,7.260574,6/9/1995,152022101.0,204.04420199999998,Frank Marshall
Adventure,10329,50000000,Congo,7.260574,6/9/1995,152022101.0,204.04420199999998,Frank Marshall
Drama,10329,50000000,Congo,7.260574,6/9/1995,152022101.0,204.04420199999998,Frank Marshall
Mystery,10329,50000000,Congo,7.260574,6/9/1995,152022101.0,204.04420199999998,Frank Marshall
Science Fiction,10329,50000000,Congo,7.260574,6/9/1995,152022101.0,204.04420199999998,Frank Marshall
Thriller,10329,50000000,Congo,7.260574,6/9/1995,152022101.0,204.04420199999998,Frank Marshall
Action,8963,53000000,Crimson Tide,8.657365,5/12/1995,157387195.0,196.95697169811322,Tony Scott
Thriller,8963,53000000,Crimson Tide,8.657365,5/12/1995,157387195.0,196.95697169811322,Tony Scott
Drama,8963,53000000,Crimson Tide,8.657365,5/12/1995,157387195.0,196.95697169811322,Tony Scott
Thriller,8068,7000000,Desperado,6.950458,8/25/1995,25405445.0,262.93492857142854,Robert Rodriguez
Action,8068,7000000,Desperado,6.950458,8/25/1995,25405445.0,262.93492857142854,Robert Rodriguez
Crime,8068,7000000,Desperado,6.950458,8/25/1995,25405445.0,262.93492857142854,Robert Rodriguez
Drama,8512,27000000,Devil in a Blue Dress,4.646132,9/15/1995,16140822.0,-40.21917777777777,Carl Franklin
Mystery,8512,27000000,Devil in a Blue Dress,4.646132,9/15/1995,16140822.0,-40.21917777777777,Carl Franklin
Thriller,8512,27000000,Devil in a Blue Dress,4.646132,9/15/1995,16140822.0,-40.21917777777777,Carl Franklin
Action,1572,90000000,Die Hard: With a Vengeance,15.138855,5/19/1995,366101666.0,306.77962888888885,John McTiernan
Thriller,1572,90000000,Die Hard: With a Vengeance,15.138855,5/19/1995,366101666.0,306.77962888888885,John McTiernan
Action,6520,55000000,First Knight,15.178338,7/7/1995,127600435.0,132.0007909090909,Jerry Zucker
Adventure,6520,55000000,First Knight,15.178338,7/7/1995,127600435.0,132.0007909090909,Jerry Zucker
Drama,6520,55000000,First Knight,15.178338,7/7/1995,127600435.0,132.0007909090909,Jerry Zucker
Romance,6520,55000000,First Knight,15.178338,7/7/1995,127600435.0,132.0007909090909,Jerry Zucker
Action,10428,20000000,Hackers,14.810519,9/14/1995,7563728.0,-62.18136,Iain Softley
Crime,10428,20000000,Hackers,14.810519,9/14/1995,7563728.0,-62.18136,Iain Softley
Thriller,10428,20000000,Hackers,14.810519,9/14/1995,7563728.0,-62.18136,Iain Softley
Drama,10428,20000000,Hackers,14.810519,9/14/1995,7563728.0,-62.18136,Iain Softley
Adventure,9886,25000000,Johnny Mnemonic,11.715868,5/26/1995,19075720.0,-23.697119999999998,Robert Longo
Action,9886,25000000,Johnny Mnemonic,11.715868,5/26/1995,19075720.0,-23.697119999999998,Robert Longo
Drama,9886,25000000,Johnny Mnemonic,11.715868,5/26/1995,19075720.0,-23.697119999999998,Robert Longo
Science Fiction,9886,25000000,Johnny Mnemonic,11.715868,5/26/1995,19075720.0,-23.697119999999998,Robert Longo
Thriller,9886,25000000,Johnny Mnemonic,11.715868,5/26/1995,19075720.0,-23.697119999999998,Robert Longo
Science Fiction,9482,90000000,Judge Dredd,8.184815,6/30/1995,113493481.0,26.10386777777778,Danny Cannon
Drama,9344,1500000,Kids,4.877872,7/28/1995,7412216.0,394.14773333333335,Larry Clark
Crime,9344,1500000,Kids,4.877872,7/28/1995,7412216.0,394.14773333333335,Larry Clark
Drama,9071,500000,Living in Oblivion,10.058329,1/20/1995,1148752.0,129.7504,Tom DiCillo
Comedy,9071,500000,Living in Oblivion,10.058329,1/20/1995,1148752.0,129.7504,Tom DiCillo
Romance,2293,6000000,Mallrats,8.25547,10/20/1995,2122561.0,-64.62398333333333,Kevin Smith
Comedy,2293,6000000,Mallrats,8.25547,10/20/1995,2122561.0,-64.62398333333333,Kevin Smith
Action,9070,15000000,Mighty Morphin Power Rangers: The Movie,7.024227,6/30/1995,66000000.0,340.0,Bryan Spicer
Adventure,9070,15000000,Mighty Morphin Power Rangers: The Movie,7.024227,6/30/1995,66000000.0,340.0,Bryan Spicer
Science Fiction,9070,15000000,Mighty Morphin Power Rangers: The Movie,7.024227,6/30/1995,66000000.0,340.0,Bryan Spicer
Family,9070,15000000,Mighty Morphin Power Rangers: The Movie,7.024227,6/30/1995,66000000.0,340.0,Bryan Spicer
Fantasy,9070,15000000,Mighty Morphin Power Rangers: The Movie,7.024227,6/30/1995,66000000.0,340.0,Bryan Spicer
Crime,1642,22000000,The Net,13.304342,7/28/1995,110627965.0,402.8543863636363,Irwin Winkler
Drama,1642,22000000,The Net,13.304342,7/28/1995,110627965.0,402.8543863636363,Irwin Winkler
Mystery,1642,22000000,The Net,13.304342,7/28/1995,110627965.0,402.8543863636363,Irwin Winkler
Thriller,1642,22000000,The Net,13.304342,7/28/1995,110627965.0,402.8543863636363,Irwin Winkler
Action,1642,22000000,The Net,13.304342,7/28/1995,110627965.0,402.8543863636363,Irwin Winkler
Comedy,36196,150000,Party Girl,1.165039,6/9/1995,472370.0,214.91333333333333,Daisy von Scherler Mayer
Drama,10533,50000000,The Scarlet Letter,6.752119,10/13/1995,10382407.0,-79.235186,Roland Joffé
History,10533,50000000,The Scarlet Letter,6.752119,10/13/1995,10382407.0,-79.235186,Roland Joffé
Romance,10533,50000000,The Scarlet Letter,6.752119,10/13/1995,10382407.0,-79.235186,Roland Joffé
Drama,10802,45000000,Showgirls,17.502375,9/22/1995,20350754.0,-54.77610222222222,Paul Verhoeven
Comedy,10149,7000000,Smoke,5.552946,6/9/1995,8349430.0,19.277571428571427,Wayne Wang
Drama,10149,7000000,Smoke,5.552946,6/9/1995,8349430.0,19.277571428571427,Wayne Wang
Science Fiction,9348,35000000,Species,13.492845,7/7/1995,113374103.0,223.92600857142858,Roger Donaldson
Horror,9348,35000000,Species,13.492845,7/7/1995,113374103.0,223.92600857142858,Roger Donaldson
Action,9348,35000000,Species,13.492845,7/7/1995,113374103.0,223.92600857142858,Roger Donaldson
Crime,281,42000000,Strange Days,11.223055,10/13/1995,7959291.0,-81.04930714285715,Kathryn Bigelow
Drama,281,42000000,Strange Days,11.223055,10/13/1995,7959291.0,-81.04930714285715,Kathryn Bigelow
Science Fiction,281,42000000,Strange Days,11.223055,10/13/1995,7959291.0,-81.04930714285715,Kathryn Bigelow
Thriller,281,42000000,Strange Days,11.223055,10/13/1995,7959291.0,-81.04930714285715,Kathryn Bigelow
Thriller,79593,14000000,The Tie That Binds,1.820419,9/8/1995,5780000.0,-58.71428571428572,Wesley Strick
Action,3512,60000000,Under Siege 2: Dark Territory,7.490247,7/13/1995,104324083.0,73.87347166666667,Geoff Murphy
Thriller,3512,60000000,Under Siege 2: Dark Territory,7.490247,7/13/1995,104324083.0,73.87347166666667,Geoff Murphy
Drama,9560,20000000,A Walk in the Clouds,9.715639,8/11/1995,50012507.0,150.062535,Alfonso Aráu
Romance,9560,20000000,A Walk in the Clouds,9.715639,8/11/1995,50012507.0,150.062535,Alfonso Aráu
Adventure,9804,175000000,Waterworld,16.885184,7/28/1995,264218220.0,50.98184,Kevin Reynolds
Action,9804,175000000,Waterworld,16.885184,7/28/1995,264218220.0,50.98184,Kevin Reynolds
Drama,50797,2800000,Burnt by the Sun,2.486073,5/1/1994,2616503.0,-6.553464285714286,Nikita Mikhalkov
Drama,76,2500000,Before Sunrise,11.304979,1/27/1995,5535405.0,121.4162,Richard Linklater
Romance,76,2500000,Before Sunrise,11.304979,1/27/1995,5535405.0,121.4162,Richard Linklater
Comedy,11017,10000000,Billy Madison,6.638116,2/10/1995,26488734.0,164.88734,Tamra Davis
Comedy,9382,21000000,Boys on the Side,3.030309,2/3/1995,23450000.0,11.666666666666666,Herbert Ross
Drama,9382,21000000,Boys on the Side,3.030309,2/3/1995,23450000.0,11.666666666666666,Herbert Ross
Comedy,2292,27000,Clerks,10.513367,9/13/1994,3151130.0,11570.851851851852,Kevin Smith
Romance,1909,25000000,Don Juan DeMarco,7.438934,10/1/1994,22200000.0,-11.200000000000001,Jeremy Leven
Drama,1909,25000000,Don Juan DeMarco,7.438934,10/1/1994,22200000.0,-11.200000000000001,Jeremy Leven
Comedy,1909,25000000,Don Juan DeMarco,7.438934,10/1/1994,22200000.0,-11.200000000000001,Jeremy Leven
Drama,8984,55000000,Disclosure,11.812244,12/9/1994,214015089.0,289.1183436363636,Barry Levinson
Thriller,8984,55000000,Disclosure,11.812244,12/9/1994,214015089.0,289.1183436363636,Barry Levinson
Crime,8984,55000000,Disclosure,11.812244,12/9/1994,214015089.0,289.1183436363636,Barry Levinson
Mystery,8984,55000000,Disclosure,11.812244,12/9/1994,214015089.0,289.1183436363636,Barry Levinson
Romance,8984,55000000,Disclosure,11.812244,12/9/1994,214015089.0,289.1183436363636,Barry Levinson
Comedy,8467,16000000,Dumb and Dumber,9.844558,12/16/1994,247275374.0,1445.4710875,Peter Farrelly
Comedy,522,18000000,Ed Wood,11.720358,9/27/1994,5887457.0,-67.29190555555556,Tim Burton
Drama,522,18000000,Ed Wood,11.720358,9/27/1994,5887457.0,-67.29190555555556,Tim Burton
History,522,18000000,Ed Wood,11.720358,9/27/1994,5887457.0,-67.29190555555556,Tim Burton
Drama,27303,15000000,Hideaway,8.182165,3/3/1995,12201255.0,-18.6583,Brett Leonard
Thriller,27303,15000000,Hideaway,8.182165,3/3/1995,12201255.0,-18.6583,Brett Leonard
Documentary,14275,700000,Hoop Dreams,9.47666,9/12/1994,7830611.0,1018.6587142857143,Steve James
Drama,1024,5000000,Heavenly Creatures,9.438042,9/2/1994,3049135.0,-39.0173,Peter Jackson
Fantasy,1024,5000000,Heavenly Creatures,9.438042,9/2/1994,3049135.0,-39.0173,Peter Jackson
Comedy,17207,10500000,Houseguest,2.688562,1/6/1995,26325256.0,150.7167238095238,Randall Miller
Family,17207,10500000,Houseguest,2.688562,1/6/1995,26325256.0,150.7167238095238,Randall Miller
Horror,628,60000000,Interview with the Vampire,11.970205,11/11/1994,223664608.0,272.77434666666664,Neil Jordan
Romance,628,60000000,Interview with the Vampire,11.970205,11/11/1994,223664608.0,272.77434666666664,Neil Jordan
Drama,87729,14000000,Jefferson in Paris,1.596058,3/31/1995,2474000.0,-82.32857142857142,James Ivory
Romance,87729,14000000,Jefferson in Paris,1.596058,3/31/1995,2474000.0,-82.32857142857142,James Ivory
Comedy,6280,60000000,Junior,6.710215,11/22/1994,37000000.0,-38.333333333333336,Ivan Reitman
Family,6280,60000000,Junior,6.710215,11/22/1994,37000000.0,-38.333333333333336,Ivan Reitman
Romance,6280,60000000,Junior,6.710215,11/22/1994,37000000.0,-38.333333333333336,Ivan Reitman
Adventure,11,11000000,Star Wars,42.149697,5/25/1977,775398007.0,6949.072790909091,George Lucas
Action,11,11000000,Star Wars,42.149697,5/25/1977,775398007.0,6949.072790909091,George Lucas
Science Fiction,11,11000000,Star Wars,42.149697,5/25/1977,775398007.0,6949.072790909091,George Lucas
Drama,18183,2000000,Like Water for Chocolate,4.126083,4/16/1992,21665468.0,983.2734,Alfonso Aráu
Romance,18183,2000000,Like Water for Chocolate,4.126083,4/16/1992,21665468.0,983.2734,Alfonso Aráu
